Question,Answer
Would there be a 'Student' where 'course' equals 'COURSE-540'?,"import frappe
result = frappe.db.exists('Student', {'course': 'COURSE-540'})
if result:
    print(f'The record exists in Student where course is COURSE-540.')
else:
    print(f'No record found in Student with course as COURSE-540.')"
Has someone made a 'Prescription' entry using 'doctor' as 'DOCTOR-903'?,"import frappe
result = frappe.db.exists('Prescription', {'doctor': 'DOCTOR-903'})
if result:
    print(f'The record exists in Prescription where doctor is DOCTOR-903.')
else:
    print(f'No record found in Prescription with doctor as DOCTOR-903.')"
Would there be a 'Patient' where 'age' equals 'AGE-182'?,"import frappe
result = frappe.db.exists('Patient', {'age': 'AGE-182'})
if result:
    print(f'The record exists in Patient where age is AGE-182.')
else:
    print(f'No record found in Patient with age as AGE-182.')"
Somebody added 'Work Order' entry with 'quantity'='QUANTITY-500'?,"import frappe
result = frappe.db.exists('Work Order', {'quantity': 'QUANTITY-500'})
if result:
    print(f'The record exists in Work Order where quantity is QUANTITY-500.')
else:
    print(f'No record found in Work Order with quantity as QUANTITY-500.')"
We got any 'Sales Order' entry having 'status' as 'STATUS-111'?,"import frappe
result = frappe.db.exists('Sales Order', {'status': 'STATUS-111'})
if result:
    print(f'The record exists in Sales Order where status is STATUS-111.')
else:
    print(f'No record found in Sales Order with status as STATUS-111.')"
Has someone made a 'Batch' entry using 'item_code' as 'ITEM_CODE-122'?,"import frappe
result = frappe.db.exists('Batch', {'item_code': 'ITEM_CODE-122'})
if result:
    print(f'The record exists in Batch where item_code is ITEM_CODE-122.')
else:
    print(f'No record found in Batch with item_code as ITEM_CODE-122.')"
There any 'BOM' record where 'rate' matches 'RATE-766'?,"import frappe
result = frappe.db.exists('BOM', {'rate': 'RATE-766'})
if result:
    print(f'The record exists in BOM where rate is RATE-766.')
else:
    print(f'No record found in BOM with rate as RATE-766.')"
There any 'Hotel Reservation' record where 'room_type' matches 'ROOM_TYPE-474'?,"import frappe
result = frappe.db.exists('Hotel Reservation', {'room_type': 'ROOM_TYPE-474'})
if result:
    print(f'The record exists in Hotel Reservation where room_type is ROOM_TYPE-474.')
else:
    print(f'No record found in Hotel Reservation with room_type as ROOM_TYPE-474.')"
Is there any 'Purchase Invoice' with 'invoice_date' being 'INVOICE_DATE-191'?,"import frappe
result = frappe.db.exists('Purchase Invoice', {'invoice_date': 'INVOICE_DATE-191'})
if result:
    print(f'The record exists in Purchase Invoice where invoice_date is INVOICE_DATE-191.')
else:
    print(f'No record found in Purchase Invoice with invoice_date as INVOICE_DATE-191.')"
Check if 'Patient' contains an entry with 'gender'='GENDER-150'.,"import frappe
result = frappe.db.exists('Patient', {'gender': 'GENDER-150'})
if result:
    print(f'The record exists in Patient where gender is GENDER-150.')
else:
    print(f'No record found in Patient with gender as GENDER-150.')"
We got any 'Patient' entry having 'allergies' as 'ALLERGIES-311'?,"import frappe
result = frappe.db.exists('Patient', {'allergies': 'ALLERGIES-311'})
if result:
    print(f'The record exists in Patient where allergies is ALLERGIES-311.')
else:
    print(f'No record found in Patient with allergies as ALLERGIES-311.')"
Has someone made a 'Customer' entry using 'territory' as 'TERRITORY-979'?,"import frappe
result = frappe.db.exists('Customer', {'territory': 'TERRITORY-979'})
if result:
    print(f'The record exists in Customer where territory is TERRITORY-979.')
else:
    print(f'No record found in Customer with territory as TERRITORY-979.')"
We got any 'Lead' entry having 'source' as 'SOURCE-238'?,"import frappe
result = frappe.db.exists('Lead', {'source': 'SOURCE-238'})
if result:
    print(f'The record exists in Lead where source is SOURCE-238.')
else:
    print(f'No record found in Lead with source as SOURCE-238.')"
There any 'Leave Application' record where 'leave_balance' matches 'LEAVE_BALANCE-913'?,"import frappe
result = frappe.db.exists('Leave Application', {'leave_balance': 'LEAVE_BALANCE-913'})
if result:
    print(f'The record exists in Leave Application where leave_balance is LEAVE_BALANCE-913.')
else:
    print(f'No record found in Leave Application with leave_balance as LEAVE_BALANCE-913.')"
Check if 'Chart of Accounts' contains an entry with 'account_name'='ACCOUNT_NAME-963'.,"import frappe
result = frappe.db.exists('Chart of Accounts', {'account_name': 'ACCOUNT_NAME-963'})
if result:
    print(f'The record exists in Chart of Accounts where account_name is ACCOUNT_NAME-963.')
else:
    print(f'No record found in Chart of Accounts with account_name as ACCOUNT_NAME-963.')"
Find me if 'Stock Ledger Entry' has 'warehouse'='WAREHOUSE-195' entry.,"import frappe
result = frappe.db.exists('Stock Ledger Entry', {'warehouse': 'WAREHOUSE-195'})
if result:
    print(f'The record exists in Stock Ledger Entry where warehouse is WAREHOUSE-195.')
else:
    print(f'No record found in Stock Ledger Entry with warehouse as WAREHOUSE-195.')"
Does a record exist in 'Appointment' where 'status' is 'STATUS-379'?,"import frappe
result = frappe.db.exists('Appointment', {'status': 'STATUS-379'})
if result:
    print(f'The record exists in Appointment where status is STATUS-379.')
else:
    print(f'No record found in Appointment with status as STATUS-379.')"
Does a record exist in 'Campaign' where 'budget' is 'BUDGET-859'?,"import frappe
result = frappe.db.exists('Campaign', {'budget': 'BUDGET-859'})
if result:
    print(f'The record exists in Campaign where budget is BUDGET-859.')
else:
    print(f'No record found in Campaign with budget as BUDGET-859.')"
Find me if 'Quotation' has 'quotation_id'='QUOTATION_ID-331' entry.,"import frappe
result = frappe.db.exists('Quotation', {'quotation_id': 'QUOTATION_ID-331'})
if result:
    print(f'The record exists in Quotation where quotation_id is QUOTATION_ID-331.')
else:
    print(f'No record found in Quotation with quotation_id as QUOTATION_ID-331.')"
There any 'Lead' record where 'status' matches 'STATUS-180'?,"import frappe
result = frappe.db.exists('Lead', {'status': 'STATUS-180'})
if result:
    print(f'The record exists in Lead where status is STATUS-180.')
else:
    print(f'No record found in Lead with status as STATUS-180.')"
Find me if 'Stock Entry' has 'to_warehouse'='TO_WAREHOUSE-977' entry.,"import frappe
result = frappe.db.exists('Stock Entry', {'to_warehouse': 'TO_WAREHOUSE-977'})
if result:
    print(f'The record exists in Stock Entry where to_warehouse is TO_WAREHOUSE-977.')
else:
    print(f'No record found in Stock Entry with to_warehouse as TO_WAREHOUSE-977.')"
Does a record exist in 'Warranty Claim' where 'product' is 'PRODUCT-759'?,"import frappe
result = frappe.db.exists('Warranty Claim', {'product': 'PRODUCT-759'})
if result:
    print(f'The record exists in Warranty Claim where product is PRODUCT-759.')
else:
    print(f'No record found in Warranty Claim with product as PRODUCT-759.')"
Does a record exist in 'Warehouse' where 'warehouse_name' is 'WAREHOUSE_NAME-666'?,"import frappe
result = frappe.db.exists('Warehouse', {'warehouse_name': 'WAREHOUSE_NAME-666'})
if result:
    print(f'The record exists in Warehouse where warehouse_name is WAREHOUSE_NAME-666.')
else:
    print(f'No record found in Warehouse with warehouse_name as WAREHOUSE_NAME-666.')"
There any 'Support Ticket' record where 'customer' matches 'CUSTOMER-150'?,"import frappe
result = frappe.db.exists('Support Ticket', {'customer': 'CUSTOMER-150'})
if result:
    print(f'The record exists in Support Ticket where customer is CUSTOMER-150.')
else:
    print(f'No record found in Support Ticket with customer as CUSTOMER-150.')"
Does a record exist in 'Payroll Entry' where 'payroll_entry_name' is 'PAYROLL_ENTRY_NAME-753'?,"import frappe
result = frappe.db.exists('Payroll Entry', {'payroll_entry_name': 'PAYROLL_ENTRY_NAME-753'})
if result:
    print(f'The record exists in Payroll Entry where payroll_entry_name is PAYROLL_ENTRY_NAME-753.')
else:
    print(f'No record found in Payroll Entry with payroll_entry_name as PAYROLL_ENTRY_NAME-753.')"
Find me if 'Subscription' has 'customer'='CUSTOMER-436' entry.,"import frappe
result = frappe.db.exists('Subscription', {'customer': 'CUSTOMER-436'})
if result:
    print(f'The record exists in Subscription where customer is CUSTOMER-436.')
else:
    print(f'No record found in Subscription with customer as CUSTOMER-436.')"
Does a record exist in 'Payroll Entry' where 'total_salary' is 'TOTAL_SALARY-579'?,"import frappe
result = frappe.db.exists('Payroll Entry', {'total_salary': 'TOTAL_SALARY-579'})
if result:
    print(f'The record exists in Payroll Entry where total_salary is TOTAL_SALARY-579.')
else:
    print(f'No record found in Payroll Entry with total_salary as TOTAL_SALARY-579.')"
There any 'Tax Rule' record where 'valid_from' matches 'VALID_FROM-521'?,"import frappe
result = frappe.db.exists('Tax Rule', {'valid_from': 'VALID_FROM-521'})
if result:
    print(f'The record exists in Tax Rule where valid_from is VALID_FROM-521.')
else:
    print(f'No record found in Tax Rule with valid_from as VALID_FROM-521.')"
Does a record exist in 'Student' where 'roll_number' is 'ROLL_NUMBER-285'?,"import frappe
result = frappe.db.exists('Student', {'roll_number': 'ROLL_NUMBER-285'})
if result:
    print(f'The record exists in Student where roll_number is ROLL_NUMBER-285.')
else:
    print(f'No record found in Student with roll_number as ROLL_NUMBER-285.')"
Does a record exist in 'Shipment' where 'destination' is 'DESTINATION-245'?,"import frappe
result = frappe.db.exists('Shipment', {'destination': 'DESTINATION-245'})
if result:
    print(f'The record exists in Shipment where destination is DESTINATION-245.')
else:
    print(f'No record found in Shipment with destination as DESTINATION-245.')"
Somebody added 'Chart of Accounts' entry with 'company'='COMPANY-226'?,"import frappe
result = frappe.db.exists('Chart of Accounts', {'company': 'COMPANY-226'})
if result:
    print(f'The record exists in Chart of Accounts where company is COMPANY-226.')
else:
    print(f'No record found in Chart of Accounts with company as COMPANY-226.')"
Would there be a 'Expense Claim' where 'expense_amount' equals 'EXPENSE_AMOUNT-930'?,"import frappe
result = frappe.db.exists('Expense Claim', {'expense_amount': 'EXPENSE_AMOUNT-930'})
if result:
    print(f'The record exists in Expense Claim where expense_amount is EXPENSE_AMOUNT-930.')
else:
    print(f'No record found in Expense Claim with expense_amount as EXPENSE_AMOUNT-930.')"
Is there any 'Opportunity' with 'closing_date' being 'CLOSING_DATE-154'?,"import frappe
result = frappe.db.exists('Opportunity', {'closing_date': 'CLOSING_DATE-154'})
if result:
    print(f'The record exists in Opportunity where closing_date is CLOSING_DATE-154.')
else:
    print(f'No record found in Opportunity with closing_date as CLOSING_DATE-154.')"
Is there any 'E-commerce Order' with 'payment_status' being 'PAYMENT_STATUS-712'?,"import frappe
result = frappe.db.exists('E-commerce Order', {'payment_status': 'PAYMENT_STATUS-712'})
if result:
    print(f'The record exists in E-commerce Order where payment_status is PAYMENT_STATUS-712.')
else:
    print(f'No record found in E-commerce Order with payment_status as PAYMENT_STATUS-712.')"
Has someone made a 'Timesheet' entry using 'status' as 'STATUS-418'?,"import frappe
result = frappe.db.exists('Timesheet', {'status': 'STATUS-418'})
if result:
    print(f'The record exists in Timesheet where status is STATUS-418.')
else:
    print(f'No record found in Timesheet with status as STATUS-418.')"
Somebody added 'Warranty Claim' entry with 'customer'='CUSTOMER-464'?,"import frappe
result = frappe.db.exists('Warranty Claim', {'customer': 'CUSTOMER-464'})
if result:
    print(f'The record exists in Warranty Claim where customer is CUSTOMER-464.')
else:
    print(f'No record found in Warranty Claim with customer as CUSTOMER-464.')"
Somebody added 'Purchase Invoice' entry with 'total'='TOTAL-189'?,"import frappe
result = frappe.db.exists('Purchase Invoice', {'total': 'TOTAL-189'})
if result:
    print(f'The record exists in Purchase Invoice where total is TOTAL-189.')
else:
    print(f'No record found in Purchase Invoice with total as TOTAL-189.')"
Find me if 'Permit Application' has 'approval_date'='APPROVAL_DATE-866' entry.,"import frappe
result = frappe.db.exists('Permit Application', {'approval_date': 'APPROVAL_DATE-866'})
if result:
    print(f'The record exists in Permit Application where approval_date is APPROVAL_DATE-866.')
else:
    print(f'No record found in Permit Application with approval_date as APPROVAL_DATE-866.')"
Would there be a 'Software License' where 'license_key' equals 'LICENSE_KEY-239'?,"import frappe
result = frappe.db.exists('Software License', {'license_key': 'LICENSE_KEY-239'})
if result:
    print(f'The record exists in Software License where license_key is LICENSE_KEY-239.')
else:
    print(f'No record found in Software License with license_key as LICENSE_KEY-239.')"
We got any 'Tax Rule' entry having 'rate' as 'RATE-950'?,"import frappe
result = frappe.db.exists('Tax Rule', {'rate': 'RATE-950'})
if result:
    print(f'The record exists in Tax Rule where rate is RATE-950.')
else:
    print(f'No record found in Tax Rule with rate as RATE-950.')"
Would there be a 'Work Order' where 'order_id' equals 'ORDER_ID-897'?,"import frappe
result = frappe.db.exists('Work Order', {'order_id': 'ORDER_ID-897'})
if result:
    print(f'The record exists in Work Order where order_id is ORDER_ID-897.')
else:
    print(f'No record found in Work Order with order_id as ORDER_ID-897.')"
