Corrected Customer Question,Corrected Frappe Query
Can I see all the stored Vehicle entries?,"frappe.get_all(""Vehicle"")"
"Bring up Leave Application records in which status marked as Approved, department marked as HR, and date_of_joining marked as after 2023-06-15, with details of name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Approved"", ""department"": ""HR"", ""date_of_joining"": ["">"", ""2023-06-15""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
Can you fetch a full List of Warehouse records?,"frappe.get_all(""Warehouse"")"
List every Pricing Rule document currently available.,"frappe.get_all(""Pricing Rule"")"
"Look up Purchase Order records in which status having Paid, capacity having greater than 20000, and location having New York, along with name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Purchase Order"", filters={""status"": ""Paid"", ""capacity"": ["">"", 20000], ""location"": ""New York""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
"Show details of Employee records which include status marked as Active, containing leave_type and vehicle_type.","frappe.get_all(""Employee"", filters={""status"": ""Active""}, fields=[""leave_type"", ""vehicle_type""])"
Help me access a full List of Pricing Rule documents.,"frappe.get_all(""Pricing Rule"")"
"Find Loan records in which status having Active, accompanied by pricing_rule_type and journal_entry_type.","frappe.get_all(""Loan"", filters={""status"": ""Active""}, fields=[""pricing_rule_type"", ""journal_entry_type""])"
"Show details of Quotation records with status marked as Active, along with quantity and task_status.","frappe.get_all(""Quotation"", filters={""status"": ""Active""}, fields=[""quantity"", ""task_status""])"
"Get me Role records with status marked as Active, with details of employee_name and supplier_name.","frappe.get_all(""Role"", filters={""status"": ""Active""}, fields=[""employee_name"", ""supplier_name""])"
Pull up details for every Quotation document.,"frappe.get_all(""Quotation"")"
"Fetch Task records that have status being Paid and supplier_name being greater than 5000, accompanied by pricing_rule_type, name, and supplier_name, ordered by creation in descending order.","frappe.get_all(""Task"", filters={""status"": ""Paid"", ""supplier_name"": ["">"", 5000]}, fields=[""pricing_rule_type"", ""name"", ""supplier_name""], order_by=""creation desc"")"
"Bring up Payment Entry records which include status marked as Active, accompanied by inspection_result and name.","frappe.get_all(""Payment Entry"", filters={""status"": ""Active""}, fields=[""inspection_result"", ""name""])"
Look up records related to every Driver record stored in the system.,"frappe.get_all(""Driver"")"
Show details of Subscription records that have vehicle_type marked as value_105.,"frappe.get_all(""Subscription"", filters={""vehicle_type"": ""value_105""})"
Pull up details for all Quality Inspection documents.,"frappe.get_all(""Quality Inspection"")"
"Get me Supplier records whose status being Paid and expense_amount being greater than 5000, accompanied by employee_name, currency, and expense_amount, ordered by creation in descending order.","frappe.get_all(""Supplier"", filters={""status"": ""Paid"", ""expense_amount"": ["">"", 5000]}, fields=[""employee_name"", ""currency"", ""expense_amount""], order_by=""creation desc"")"
List out all available Loan records.,"frappe.get_all(""Loan"")"
"I need to see User records that have the status marked as Paid and stock_uom marked as greater than 5000, including quantity, task_status, and stock_uom, ordered by creation in descending order.","frappe.get_all(""User"", filters={""status"": ""Paid"", ""stock_uom"": ["">"", 5000]}, fields=[""quantity"", ""task_status"", ""stock_uom""], order_by=""creation desc"")"
"I need to see Project records whose status marked as Paid and journal_entry_type marked as greater than 5000, along with invoice_date, pricing_rule_type, and journal_entry_type, ordered by creation in descending order.","frappe.get_all(""Project"", filters={""status"": ""Paid"", ""journal_entry_type"": ["">"", 5000]}, fields=[""invoice_date"", ""pricing_rule_type"", ""journal_entry_type""], order_by=""creation desc"")"
List out all Stock Entry data.,"frappe.get_all(""Stock Entry"")"
"Pull up Pricing Rule records which include status marked as Active, accompanied by company and vehicle_type.","frappe.get_all(""Pricing Rule"", filters={""status"": ""Active""}, fields=[""company"", ""vehicle_type""])"
Can you show me Sales Invoice records whose inspection_result with status value_419.,"frappe.get_all(""Sales Invoice"", filters={""inspection_result"": ""value_419""})"
"Fetch Supplier records in which status marked as Paid and company marked as greater than 5000, along with task_status, amount, and company, ordered by creation in descending order.","frappe.get_all(""Supplier"", filters={""status"": ""Paid"", ""company"": ["">"", 5000]}, fields=[""task_status"", ""amount"", ""company""], order_by=""creation desc"")"
"I need to see Purchase Order records whose status marked as Completed, total marked as greater than 20000, and supplier marked as Tech Innovations, containing name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Purchase Order"", filters={""status"": ""Completed"", ""total"": ["">"", 20000], ""supplier"": ""Tech Innovations""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
Dwith statusplay all saved Warehouse records.,"frappe.get_all(""Warehouse"")"
I'd like to see information on relevant entries from existing Contract records.,"frappe.get_all(""Contract"")"
"Find Opportunity records in which status marked as Paid and employee_name marked as greater than 5000, accompanied by name, payment_status, and employee_name, ordered by creation in descending order.","frappe.get_all(""Opportunity"", filters={""status"": ""Paid"", ""employee_name"": ["">"", 5000]}, fields=[""name"", ""payment_status"", ""employee_name""], order_by=""creation desc"")"
Show every Loan record stored in the system.,"frappe.get_all(""Loan"")"
"List Customer records with status marked as Active, including vehicle_type and amount.","frappe.get_all(""Customer"", filters={""status"": ""Active""}, fields=[""vehicle_type"", ""amount""])"
"I need to see Warehouse records that have the department being IT, status being Paid, from_date being on or after 2023-09-01, and to_date being on or before 2024-06-30, along with employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Warehouse"", filters={""department"": ""IT"", ""status"": ""Paid"", ""from_date"": ["">="", ""2023-09-01""], ""to_date"": [""<="", ""2024-06-30""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Display Delivery Note records that have status marked as Paid and company marked as greater than 5000, containing pricing_rule_type, invoice_date, and company, ordered by creation in descending order.","frappe.get_all(""Delivery Note"", filters={""status"": ""Paid"", ""company"": ["">"", 5000]}, fields=[""pricing_rule_type"", ""invoice_date"", ""company""], order_by=""creation desc"")"
Fetch every available User entry.,"frappe.get_all(""User"")"
"Get me Contract records that have the status marked as Active, including pricing_rule_type and supplier_name.","frappe.get_all(""Contract"", filters={""status"": ""Active""}, fields=[""pricing_rule_type"", ""supplier_name""])"
"Pull up details for Leave Application records that have the status marked as Active and grand_total marked as greater than 20000, along with name, customer, and grand_total, ordered by creation in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Active"", ""grand_total"": ["">"", 20000]}, fields=[""name"", ""customer"", ""grand_total""], order_by=""creation desc"")"
"Get me Subscription records whose status marked as Paid and stock_uom marked as greater than 5000, accompanied by pricing_rule_type, supplier_name, and stock_uom, ordered by creation in descending order.","frappe.get_all(""Subscription"", filters={""status"": ""Paid"", ""stock_uom"": ["">"", 5000]}, fields=[""pricing_rule_type"", ""supplier_name"", ""stock_uom""], order_by=""creation desc"")"
Uncover records of a full List of Loan documents.,"frappe.get_all(""Loan"")"
Pull up Item records with amount marked as value_442.,"frappe.get_all(""Item"", filters={""amount"": ""value_442""})"
I'd like to see information on relevant entries from all Quality Inspection entries.,"frappe.get_all(""Quality Inspection"")"
"I need to see Vehicle records that have the status marked as Paid and employee_name marked as greater than 5000, along with vehicle_type, journal_entry_type, and employee_name, ordered by creation in descending order.","frappe.get_all(""Vehicle"", filters={""status"": ""Paid"", ""employee_name"": ["">"", 5000]}, fields=[""vehicle_type"", ""journal_entry_type"", ""employee_name""], order_by=""creation desc"")"
