Corrected Customer Question,Corrected Frappe Query
Can you show me Supplier records whose order_date being value_181.,"frappe.get_all(""Supplier"", filters={""order_date"": ""value_181""})"
"Show details of Item records in which status with status Paid and name with status greater than 5000, containing payment_status, expense_amount, and name, ordered by creation in descending order.","frappe.get_all(""Item"", filters={""status"": ""Paid"", ""name"": ["">"", 5000]}, fields=[""payment_status"", ""expense_amount"", ""name""], order_by=""creation desc"")"
Find and display Item records which include quantity marked as value_290.,"frappe.get_all(""Item"", filters={""quantity"": ""value_290""})"
"Pull up Contract records whose status being Active, with details of task_status and supplier_name.","frappe.get_all(""Contract"", filters={""status"": ""Active""}, fields=[""task_status"", ""supplier_name""])"
"Get me information on Driver records which include status marked as Active, including vehicle_type and task_status.","frappe.get_all(""Driver"", filters={""status"": ""Active""}, fields=[""vehicle_type"", ""task_status""])"
"Bring up the details of Employee records that have status marked as Paid, department marked as Sales, and date_of_joining marked as after 2023-01-01, along with name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Employee"", filters={""status"": ""Paid"", ""department"": ""Sales"", ""date_of_joining"": ["">"", ""2023-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
"Present the stored details of Warehouse records which include status marked as Paid and employee_name marked as greater than 5000, including customer_name, payment_status, and employee_name, ordered by creation in descending order.","frappe.get_all(""Warehouse"", filters={""status"": ""Paid"", ""employee_name"": ["">"", 5000]}, fields=[""customer_name"", ""payment_status"", ""employee_name""], order_by=""creation desc"")"
"Get me Supplier records whose status being Active, along with leave_type and order_date.","frappe.get_all(""Supplier"", filters={""status"": ""Active""}, fields=[""leave_type"", ""order_date""])"
Uncover records of the full lhavingt of Driver documents.,"frappe.get_all(""Driver"")"
Fetch Expense Claim records that have the pricing_rule_type marked as value_531.,"frappe.get_all(""Expense Claim"", filters={""pricing_rule_type"": ""value_531""})"
Can you show me a complete List of Employee documents?,"frappe.get_all(""Employee"")"
"List Opportunity records which include status marked as Active, accompanied by quantity and name.","frappe.get_all(""Opportunity"", filters={""status"": ""Active""}, fields=[""quantity"", ""name""])"
"Show details of Sales Invoice records in which department with status IT, status with status Paid, from_date with status on or after 2023-06-01, and to_date with status on or before 2023-12-31, along with employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Sales Invoice"", filters={""department"": ""IT"", ""status"": ""Paid"", ""from_date"": ["">="", ""2023-06-01""], ""to_date"": [""<="", ""2023-12-31""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Show details of Journal Entry records that have status with status Active, accompanied by amount and employee_name.","frappe.get_all(""Journal Entry"", filters={""status"": ""Active""}, fields=[""amount"", ""employee_name""])"
Showcase data for Loan records in which project_name having value_268.,"frappe.get_all(""Loan"", filters={""project_name"": ""value_268""})"
"Dwith statusplay Purchase Order records that have the status with status Active, department with status IT, and date_of_joining with status after 2024-01-01, with details of name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Purchase Order"", filters={""status"": ""Active"", ""department"": ""IT"", ""date_of_joining"": ["">"", ""2024-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
I need to see Delivery Note records in which pricing_rule_type being value_472.,"frappe.get_all(""Delivery Note"", filters={""pricing_rule_type"": ""value_472""})"
Can you provide details of a full lbeingt of Subscription documents.,"frappe.get_all(""Subscription"")"
Can you lhavingt every single Customer record available?,"frappe.get_all(""Customer"")"
Display a complete set of Driver documents.,"frappe.get_all(""Driver"")"
"Fetch Lead records that have status having Paid and pricing_rule_type having greater than 5000, along with task_status, expense_amount, and pricing_rule_type, ordered by creation in descending order.","frappe.get_all(""Lead"", filters={""status"": ""Paid"", ""pricing_rule_type"": ["">"", 5000]}, fields=[""task_status"", ""expense_amount"", ""pricing_rule_type""], order_by=""creation desc"")"
"Help me find Purchase Order records which include status having Paid, capacity having greater than 5000, and location having Chicago, accompanied by name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Purchase Order"", filters={""status"": ""Paid"", ""capacity"": ["">"", 5000], ""location"": ""Chicago""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
List every Sales Invoice document without filters.,"frappe.get_all(""Sales Invoice"")"
"Find and Display Loan records whose status marked as Active, accompanied by supplier_name and name.","frappe.get_all(""Loan"", filters={""status"": ""Active""}, fields=[""supplier_name"", ""name""])"
"Show details of Employee records that have status marked as Active, including payment_status and order_date.","frappe.get_all(""Employee"", filters={""status"": ""Active""}, fields=[""payment_status"", ""order_date""])"
"List Payment Entry records whose status marked as Active, containing project_name and leave_type.","frappe.get_all(""Payment Entry"", filters={""status"": ""Active""}, fields=[""project_name"", ""leave_type""])"
Fetch and dwith statusplay all stored Attendance entries.,"frappe.get_all(""Attendance"")"
"Look up Employee records with status marked as Completed, total marked as greater than 20000, and supplier marked as Tech Innovations, accompanied by name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Employee"", filters={""status"": ""Completed"", ""total"": ["">"", 20000], ""supplier"": ""Tech Innovations""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
"Provide Sales Invoice records which include status with status Paid and name with status greater than 5000, containing currency, status, and name, ordered by creation in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Paid"", ""name"": ["">"", 5000]}, fields=[""currency"", ""status"", ""name""], order_by=""creation desc"")"
"Show me relevant data on Lead records whose status marked as Paid and order_date marked as greater than 5000, accompanied by currency, vehicle_type, and order_date, ordered by creation in descending order.","frappe.get_all(""Lead"", filters={""status"": ""Paid"", ""order_date"": ["">"", 5000]}, fields=[""currency"", ""vehicle_type"", ""order_date""], order_by=""creation desc"")"
Can you show me Opportunity records whose invoice_date marked as value_384.,"frappe.get_all(""Opportunity"", filters={""invoice_date"": ""value_384""})"
Highlight key details from every User document.,"frappe.get_all(""User"")"
Fetch and dwith statusplay every Pricing Rule document in the system.,"frappe.get_all(""Pricing Rule"")"
Provide Driver records with employee_name with status value_183.,"frappe.get_all(""Driver"", filters={""employee_name"": ""value_183""})"
"Fetch Vehicle records that have the status having Active, with details of project_name and invoice_date.","frappe.get_all(""Vehicle"", filters={""status"": ""Active""}, fields=[""project_name"", ""invoice_date""])"
"Get me Warehouse records in which status marked as Completed, capacity marked as greater than 7500, and location marked as San Francmarked asco, along with name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Warehouse"", filters={""status"": ""Completed"", ""capacity"": ["">"", 7500], ""location"": ""San Francisco""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
"Bring up Leave Application records with status being Paid, total being greater than 7500, and supplier being Tech Innovations, with details of name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Paid"", ""total"": ["">"", 7500], ""supplier"": ""Tech Innovations""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
