Customer Question,Frappe Query
Get service level agreement doc 'DOC-8888'?,"doc = frappe.get_doc(""Service Level Agreement"", ""DOC-8888"", {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})
print(doc, {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})"
subscription doc for billing_cycle 'unique_value'?,"doc = frappe.get_doc(""Subscription"", filters={""billing_cycle"": ""12345""})
print(doc)"
"Hey, need warehouse for parent_warehouse 'new_unique_value' this year?","doc = frappe.get_doc(""Warehouse"", filters={""parent_warehouse"": ""new_12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get software license doc 'DOC-8888'?,"doc = frappe.get_doc(""Software License"", ""DOC-8888"", {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})
print(doc, {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})"
Get chart of accounts where parent_account 'test_value' from this year?,"doc = frappe.get_doc(""Chart of Accounts"", filters={""parent_account"": ""Active"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
job card doc completed_qty 'test_value' this year?,"doc = frappe.get_doc(""Job Card"", filters={""completed_qty"": ""Approved"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need hotel reservation for booking_reference 'unique_value' this year?","doc = frappe.get_doc(""Hotel Reservation"", filters={""booking_reference"": ""Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get warehouse where location 'sample_value' from this year?,"doc = frappe.get_doc(""Warehouse"", filters={""location"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get campaign where start_date 'final_unique_value' from this year?,"doc = frappe.get_doc(""Campaign"", filters={""start_date"": ""final_High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
expense claim doc approval_status 'latest_unique_value' this year?,"doc = frappe.get_doc(""Expense Claim"", filters={""approval_status"": ""latest_Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the lab test document where sample_collected is 'sample_value'.,"doc = frappe.get_doc(""Lab Test"", filters={""sample_collected"": ""sample_value""})
print(doc)"
Can u pull milestone doc for project 'latest_unique_value'?,"doc = frappe.get_doc(""Milestone"", filters={""project"": ""latest_Retail""})
print(doc)"
Fetch meeting where time is 'final_unique_value'?,"doc = frappe.get_doc(""Meeting"", filters={""time"": ""final_North""})
print(doc)"
campaign doc for campaign_name 'new_unique_value'?,"doc = frappe.get_doc(""Campaign"", filters={""campaign_name"": ""new_North""})
print(doc)"
instructor doc for phone 'sample_value'?,"doc = frappe.get_doc(""Instructor"", filters={""phone"": ""sample_value""})
print(doc)"
Can u pull meeting doc for date 'test_value'?,"doc = frappe.get_doc(""Meeting"", filters={""date"": ""Electronics""})
print(doc)"
Retrieve the lab test document where sample_collected is 'test_value'.,"doc = frappe.get_doc(""Lab Test"", filters={""sample_collected"": ""Approved""})
print(doc)"
"Hey, can you grab stock entry doc 'DOC-8888'?","doc = frappe.get_doc(""Stock Entry"", ""DOC-8888"", {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})
print(doc, {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})"
Retrieve the milestone document where status is 'new_unique_value'?,"doc = frappe.get_doc(""Milestone"", filters={""status"": ""new_Open""})
print(doc)"
Get shipment doc 'DOC-7777'?,"doc = frappe.get_doc(""Shipment"", ""DOC-7777"", {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})
print(doc, {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})"
Can u pull meeting doc for location 'test_value'?,"doc = frappe.get_doc(""Meeting"", filters={""location"": ""Electronics""})
print(doc)"
warehouse doc for is_group 'test_value'?,"doc = frappe.get_doc(""Warehouse"", filters={""is_group"": ""Active""})
print(doc)"
Can you fetch the journal entry record where debit is 'new_unique_value' and created this year?,"doc = frappe.get_doc(""Journal Entry"", filters={""debit"": ""new_Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get expense claim where approval_status 'unique_value' from this year?,"doc = frappe.get_doc(""Expense Claim"", filters={""approval_status"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the timesheet record where timesheet_id is 'sample_value' and created this year?,"doc = frappe.get_doc(""Timesheet"", filters={""timesheet_id"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch stock entry where stock_entry_type is 'sample_value'?,"doc = frappe.get_doc(""Stock Entry"", filters={""stock_entry_type"": ""sample_value""})
print(doc)"
appointment doc for scheduled_date 'new_unique_value'?,"doc = frappe.get_doc(""Appointment"", filters={""scheduled_date"": ""new_North""})
print(doc)"
Can u pull hotel reservation doc for room_type 'test_value'?,"doc = frappe.get_doc(""Hotel Reservation"", filters={""room_type"": ""Approved""})
print(doc)"
chart of accounts doc for parent_account 'sample_value'?,"doc = frappe.get_doc(""Chart of Accounts"", filters={""parent_account"": ""sample_value""})
print(doc)"
Retrieve the appointment document where patient is 'new_unique_value'?,"doc = frappe.get_doc(""Appointment"", filters={""patient"": ""new_North""})
print(doc)"
audit report doc findings 'test_value' this year?,"doc = frappe.get_doc(""Audit Report"", filters={""findings"": ""Electronics"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the fleet management record where last_service_date is 'unique_value' and created this year?,"doc = frappe.get_doc(""Fleet Management"", filters={""last_service_date"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the prescription record where patient is 'test_value' and created this year?,"doc = frappe.get_doc(""Prescription"", filters={""patient"": ""Approved"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get chart of accounts where currency 'test_value' from this year?,"doc = frappe.get_doc(""Chart of Accounts"", filters={""currency"": ""Approved"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
service level agreement doc for agreement_name 'sample_value'?,"doc = frappe.get_doc(""Service Level Agreement"", filters={""agreement_name"": ""sample_value""})
print(doc)"
payment entry doc party 'sample_value' this year?,"doc = frappe.get_doc(""Payment Entry"", filters={""party"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the sales invoice record where total_amount is 'test_value' and created this year?,"doc = frappe.get_doc(""Sales Invoice"", filters={""total_amount"": ""Electronics"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get shipment doc 'DOC-5678'?,"doc = frappe.get_doc(""Shipment"", ""DOC-5678"", {""approval_status"": ""Approved"", ""category"": ""Electronics""})
print(doc, {""approval_status"": ""Approved"", ""category"": ""Electronics""})"
"Hey, can you grab campaign doc 'DOC-8888'?","doc = frappe.get_doc(""Campaign"", ""DOC-8888"", {""status"": ""Open"", ""priority"": ""High""})
print(doc, {""status"": ""Open"", ""priority"": ""High""})"
"Hey, need journal entry for debit 'latest_unique_value' this year?","doc = frappe.get_doc(""Journal Entry"", filters={""debit"": ""latest_North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch job opening where department is 'test_value'?,"doc = frappe.get_doc(""Job Opening"", filters={""department"": ""Active""})
print(doc)"
hotel reservation doc booking_reference 'unique_value' this year?,"doc = frappe.get_doc(""Hotel Reservation"", filters={""booking_reference"": ""Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
sales order doc status 'new_unique_value' this year?,"doc = frappe.get_doc(""Sales Order"", filters={""status"": ""new_12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the bom record where is_active is 'sample_value' and created this year?,"doc = frappe.get_doc(""BOM"", filters={""is_active"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch work order where status is 'unique_value'?,"doc = frappe.get_doc(""Work Order"", filters={""status"": ""12345""})
print(doc)"
work order doc planned_start_date 'sample_value' this year?,"doc = frappe.get_doc(""Work Order"", filters={""planned_start_date"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the service level agreement document where response_time is 'unique_value'.,"doc = frappe.get_doc(""Service Level Agreement"", filters={""response_time"": ""High""})
print(doc)"
"Hey, need support ticket for ticket_id 'unique_value' this year?","doc = frappe.get_doc(""Support Ticket"", filters={""ticket_id"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull hotel reservation doc for check_out 'new_unique_value'?,"doc = frappe.get_doc(""Hotel Reservation"", filters={""check_out"": ""new_Open""})
print(doc)"
Get customer where tax_id 'test_value' from this year?,"doc = frappe.get_doc(""Customer"", filters={""tax_id"": ""Premium"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
salary slip doc deductions 'latest_unique_value' this year?,"doc = frappe.get_doc(""Salary Slip"", filters={""deductions"": ""latest_North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get sales order where total 'unique_value' from this year?,"doc = frappe.get_doc(""Sales Order"", filters={""total"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull service level agreement doc for response_time 'test_value'?,"doc = frappe.get_doc(""Service Level Agreement"", filters={""response_time"": ""Approved""})
print(doc)"
Can you fetch the journal entry record where debit is 'sample_value' and created this year?,"doc = frappe.get_doc(""Journal Entry"", filters={""debit"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull support ticket doc for customer 'sample_value'?,"doc = frappe.get_doc(""Support Ticket"", filters={""customer"": ""sample_value""})
print(doc)"
Can u pull journal entry doc for remarks 'sample_value'?,"doc = frappe.get_doc(""Journal Entry"", filters={""remarks"": ""sample_value""})
print(doc)"
Can you fetch the expense claim record where claim_id is 'sample_value' and created this year?,"doc = frappe.get_doc(""Expense Claim"", filters={""claim_id"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get job applicant where applicant_name 'test_value' from this year?,"doc = frappe.get_doc(""Job Applicant"", filters={""applicant_name"": ""5000"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get event where event_name 'unique_value' from this year?,"doc = frappe.get_doc(""Event"", filters={""event_name"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
chart of accounts doc for currency 'unique_value'?,"doc = frappe.get_doc(""Chart of Accounts"", filters={""currency"": ""12345""})
print(doc)"
Fetch item where item_group is 'sample_value'?,"doc = frappe.get_doc(""Item"", filters={""item_group"": ""sample_value""})
print(doc)"
Retrieve the appointment document where status is 'latest_unique_value'.,"doc = frappe.get_doc(""Appointment"", filters={""status"": ""latest_12345""})
print(doc)"
Can you fetch the lead record where source is 'unique_value' and created this year?,"doc = frappe.get_doc(""Lead"", filters={""source"": ""North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch payment entry where transaction_date is 'test_value'?,"doc = frappe.get_doc(""Payment Entry"", filters={""transaction_date"": ""Electronics""})
print(doc)"
service level agreement doc response_time 'unique_value' this year?,"doc = frappe.get_doc(""Service Level Agreement"", filters={""response_time"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
instructor doc for qualification 'latest_unique_value'?,"doc = frappe.get_doc(""Instructor"", filters={""qualification"": ""latest_12345""})
print(doc)"
hotel reservation doc for room_type 'test_value'?,"doc = frappe.get_doc(""Hotel Reservation"", filters={""room_type"": ""Electronics""})
print(doc)"
Can u pull audit report doc for audit_type 'sample_value'?,"doc = frappe.get_doc(""Audit Report"", filters={""audit_type"": ""sample_value""})
print(doc)"
sales order doc for total 'unique_value'?,"doc = frappe.get_doc(""Sales Order"", filters={""total"": ""12345""})
print(doc)"
"Hey, need expense claim for claim_id 'new_unique_value' this year?","doc = frappe.get_doc(""Expense Claim"", filters={""claim_id"": ""new_Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
shipment doc for tracking_number 'new_unique_value'?,"doc = frappe.get_doc(""Shipment"", filters={""tracking_number"": ""new_High""})
print(doc)"
"Hey, need support ticket for subject 'unique_value' this year?","doc = frappe.get_doc(""Support Ticket"", filters={""subject"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
prescription doc for instructions 'new_unique_value'?,"doc = frappe.get_doc(""Prescription"", filters={""instructions"": ""new_North""})
print(doc)"
Can you fetch the quotation record where quotation_id is 'unique_value' and created this year?,"doc = frappe.get_doc(""Quotation"", filters={""quotation_id"": ""Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get warranty claim doc 'DOC-5555'?,"doc = frappe.get_doc(""Warranty Claim"", ""DOC-5555"", {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})
print(doc, {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})"
